id,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
9204,26-39,female,majority,10-19y,university,upper class,0.745420167,TRUE,before 2015,TRUE,TRUE,10238,13000,sedan,0,0,0,FALSE
994719,40-64,female,majority,20-29y,high school,working class,0.469090521,TRUE,before 2015,TRUE,TRUE,32765,3000,sedan,4,0,2,FALSE
272076,40-64,female,minority,20-29y,university,upper class,0.664496299,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,1,0,1,FALSE
582900,65+,female,majority,30y+,high school,middle class,0.46330684,TRUE,after 2015,TRUE,TRUE,32765,7000,sedan,2,1,1,FALSE
777762,16-25,female,majority,0-9y,high school,middle class,0.521668364,TRUE,before 2015,TRUE,TRUE,32765,,sedan,0,0,0,TRUE
889207,40-64,female,majority,10-19y,high school,upper class,0.612544766,TRUE,after 2015,TRUE,FALSE,32765,9000,sedan,3,0,0,FALSE
489132,40-64,male,majority,10-19y,high school,upper class,0.529054928,TRUE,after 2015,FALSE,TRUE,10238,8000,sedan,2,1,3,FALSE
996641,40-64,female,majority,10-19y,university,upper class,0.488003223,TRUE,before 2015,FALSE,TRUE,10238,10000,sedan,2,0,1,FALSE
804980,65+,female,majority,30y+,high school,upper class,0.603817558,TRUE,before 2015,TRUE,TRUE,32765,8000,sedan,5,1,3,FALSE
682200,16-25,male,majority,0-9y,university,working class,0.452213027,FALSE,before 2015,FALSE,FALSE,10238,18000,sedan,0,0,0,TRUE
680896,26-39,male,majority,10-19y,university,middle class,0.425205541,TRUE,after 2015,TRUE,FALSE,32765,7000,sedan,4,0,0,FALSE
405973,16-25,male,majority,0-9y,university,middle class,0.612876938,TRUE,after 2015,FALSE,TRUE,32765,,sedan,0,0,0,TRUE
248899,26-39,female,minority,10-19y,university,middle class,0.597515441,TRUE,before 2015,FALSE,TRUE,10238,14000,sedan,0,1,0,FALSE
470135,16-25,female,majority,0-9y,university,working class,0.314760333,FALSE,before 2015,FALSE,FALSE,92101,13000,sedan,0,0,0,TRUE
179574,26-39,male,minority,10-19y,high school,poverty,0.4502587,FALSE,before 2015,FALSE,FALSE,92101,15000,sedan,0,1,0,TRUE
870637,65+,female,minority,0-9y,high school,upper class,0.686834805,TRUE,after 2015,TRUE,TRUE,10238,15000,sedan,0,0,0,FALSE
352297,40-64,female,majority,20-29y,high school,middle class,,TRUE,before 2015,FALSE,TRUE,32765,11000,sedan,6,0,2,FALSE
103803,40-64,female,majority,20-29y,university,middle class,0.548735749,TRUE,before 2015,TRUE,TRUE,32765,6000,sedan,6,0,2,FALSE
491993,40-64,male,minority,10-19y,university,working class,,FALSE,after 2015,FALSE,TRUE,32765,11000,sedan,1,0,1,FALSE
142751,26-39,male,majority,10-19y,none,poverty,,FALSE,before 2015,FALSE,FALSE,10238,14000,sedan,1,0,0,FALSE
513509,16-25,male,majority,0-9y,none,poverty,0.259768012,FALSE,before 2015,FALSE,FALSE,10238,12000,sedan,0,0,0,TRUE
221933,65+,female,majority,30y+,high school,middle class,0.440167091,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,4,0,2,FALSE
300334,65+,female,majority,30y+,university,upper class,0.714989199,TRUE,after 2015,TRUE,TRUE,32765,8000,sedan,9,0,1,FALSE
527389,65+,male,majority,30y+,university,middle class,0.53534794,TRUE,after 2015,TRUE,TRUE,10238,14000,sedan,7,0,2,FALSE
601420,40-64,male,majority,20-29y,high school,upper class,0.468382415,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,1,0,7,FALSE
966027,65+,male,majority,20-29y,university,upper class,0.507638799,TRUE,before 2015,TRUE,TRUE,10238,9000,sedan,1,0,4,FALSE
206507,65+,female,majority,20-29y,university,upper class,0.750196603,TRUE,before 2015,TRUE,TRUE,32765,11000,sedan,7,1,1,FALSE
785581,40-64,male,majority,20-29y,high school,upper class,0.692749355,TRUE,before 2015,TRUE,TRUE,92101,,sedan,0,0,3,FALSE
541387,65+,male,majority,0-9y,high school,upper class,0.552741452,TRUE,after 2015,FALSE,TRUE,32765,11000,sedan,0,0,0,FALSE
197630,40-64,male,majority,20-29y,none,upper class,0.728430346,TRUE,after 2015,FALSE,TRUE,92101,13000,sedan,3,0,0,FALSE
952556,40-64,male,majority,20-29y,university,middle class,0.640763792,FALSE,before 2015,FALSE,TRUE,10238,13000,sedan,2,0,2,FALSE
526784,26-39,female,majority,0-9y,university,upper class,0.489794629,TRUE,after 2015,TRUE,TRUE,32765,10000,sedan,0,0,0,FALSE
78280,26-39,male,majority,10-19y,university,middle class,0.397399382,TRUE,before 2015,TRUE,TRUE,10238,,sports car,1,0,1,FALSE
832997,16-25,female,majority,0-9y,none,poverty,0.445596417,FALSE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,0,TRUE
12632,65+,male,majority,10-19y,university,upper class,0.622124997,TRUE,before 2015,TRUE,TRUE,92101,7000,sedan,4,0,0,FALSE
666832,26-39,male,majority,10-19y,high school,middle class,0.48613942,FALSE,before 2015,TRUE,TRUE,10238,7000,sedan,1,0,3,TRUE
512536,40-64,male,minority,0-9y,university,upper class,0.631650472,TRUE,before 2015,TRUE,TRUE,32765,10000,sedan,0,0,0,TRUE
480051,16-25,male,majority,0-9y,high school,middle class,,TRUE,after 2015,TRUE,FALSE,32765,11000,sports car,0,0,0,FALSE
816205,16-25,male,majority,0-9y,none,poverty,0.311931693,TRUE,before 2015,FALSE,TRUE,10238,10000,sedan,0,0,0,TRUE
756198,40-64,male,majority,20-29y,university,upper class,0.708389901,TRUE,after 2015,TRUE,TRUE,32765,7000,sedan,10,1,1,FALSE
713605,16-25,male,majority,0-9y,university,middle class,0.487612708,TRUE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,TRUE
967598,40-64,female,majority,20-29y,none,poverty,0.401092477,TRUE,before 2015,FALSE,FALSE,92101,15000,sedan,0,0,1,FALSE
647692,65+,male,majority,30y+,none,middle class,0.40938717,TRUE,before 2015,TRUE,TRUE,10238,14000,sedan,6,0,3,FALSE
440681,40-64,female,majority,20-29y,none,middle class,,FALSE,after 2015,TRUE,TRUE,10238,11000,sports car,2,1,1,FALSE
11860,40-64,female,majority,20-29y,high school,middle class,0.487377519,FALSE,before 2015,TRUE,TRUE,92101,9000,sedan,3,0,2,FALSE
480618,40-64,female,majority,20-29y,high school,middle class,0.556616157,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,1,0,4,FALSE
928169,40-64,female,majority,20-29y,high school,upper class,0.644104378,TRUE,before 2015,TRUE,TRUE,10238,15000,sedan,1,1,0,FALSE
293902,26-39,male,majority,10-19y,high school,poverty,,FALSE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,2,TRUE
485483,16-25,male,majority,0-9y,none,poverty,0.187110162,FALSE,before 2015,FALSE,FALSE,10238,13000,sedan,0,0,0,TRUE
547112,65+,female,majority,30y+,university,upper class,0.718688137,TRUE,before 2015,TRUE,TRUE,32765,,sedan,6,0,3,FALSE
865043,40-64,female,majority,10-19y,university,middle class,0.372405757,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,1,0,0,FALSE
89663,16-25,male,majority,0-9y,high school,working class,0.478139821,TRUE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,0,TRUE
688496,16-25,male,majority,0-9y,university,working class,0.427979355,FALSE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,0,TRUE
416761,26-39,male,majority,10-19y,university,upper class,0.560466664,TRUE,after 2015,TRUE,FALSE,10238,12000,sedan,0,1,4,FALSE
120097,16-25,female,majority,0-9y,high school,middle class,0.627257647,FALSE,before 2015,TRUE,FALSE,32765,11000,sedan,0,0,0,TRUE
150067,26-39,female,majority,10-19y,university,middle class,0.448756457,TRUE,before 2015,FALSE,FALSE,32765,10000,sedan,1,0,1,FALSE
228938,26-39,male,majority,0-9y,university,upper class,0.610436379,TRUE,before 2015,TRUE,FALSE,10238,12000,sedan,0,0,0,TRUE
507475,40-64,male,majority,10-19y,university,upper class,0.67117931,TRUE,before 2015,TRUE,FALSE,10238,13000,sedan,1,1,0,FALSE
62946,26-39,male,majority,10-19y,high school,middle class,0.405978029,TRUE,before 2015,FALSE,TRUE,10238,13000,sedan,1,0,5,FALSE
583719,16-25,female,majority,0-9y,none,poverty,0.453599345,FALSE,before 2015,TRUE,FALSE,10238,,sedan,0,0,0,FALSE
393344,40-64,male,majority,0-9y,none,poverty,0.444992121,FALSE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,0,TRUE
458811,16-25,male,minority,0-9y,university,working class,0.318362717,TRUE,after 2015,FALSE,FALSE,10238,12000,sedan,0,0,0,FALSE
278061,40-64,male,minority,10-19y,high school,middle class,0.501894729,FALSE,before 2015,TRUE,TRUE,32765,,sedan,2,0,1,TRUE
836689,40-64,female,majority,0-9y,university,upper class,0.599671755,TRUE,before 2015,TRUE,TRUE,32765,,sedan,0,0,0,TRUE
556436,26-39,male,majority,10-19y,university,poverty,0.347548488,TRUE,before 2015,FALSE,TRUE,10238,13000,sedan,2,0,4,FALSE
983619,40-64,male,majority,20-29y,high school,upper class,0.669844951,TRUE,before 2015,TRUE,TRUE,10238,17000,sedan,2,0,2,TRUE
516920,65+,male,minority,30y+,university,upper class,0.526605579,TRUE,before 2015,TRUE,TRUE,32765,8000,sedan,15,0,3,FALSE
746953,26-39,female,majority,10-19y,university,upper class,0.645039779,TRUE,after 2015,TRUE,FALSE,10238,16000,sports car,0,0,0,FALSE
651110,65+,male,majority,30y+,high school,upper class,0.528433282,FALSE,before 2015,FALSE,TRUE,10238,18000,sedan,0,1,1,TRUE
376517,16-25,female,majority,0-9y,high school,working class,,TRUE,before 2015,FALSE,TRUE,10238,9000,sedan,0,0,0,FALSE
927970,40-64,male,minority,20-29y,high school,upper class,0.637214415,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,4,FALSE
71714,26-39,male,majority,10-19y,university,upper class,0.578244971,TRUE,before 2015,FALSE,TRUE,10238,14000,sedan,1,0,2,FALSE
614360,65+,male,majority,20-29y,high school,middle class,0.688056112,TRUE,before 2015,TRUE,TRUE,10238,13000,sedan,3,0,0,FALSE
218828,26-39,female,majority,10-19y,high school,working class,,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,0,3,FALSE
910378,26-39,male,majority,10-19y,university,upper class,0.562982827,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,2,0,1,FALSE
551216,65+,female,majority,10-19y,high school,upper class,0.67427016,TRUE,before 2015,TRUE,TRUE,10238,9000,sedan,0,0,0,FALSE
24512,26-39,male,minority,10-19y,high school,working class,0.560413011,TRUE,before 2015,FALSE,FALSE,10238,12000,sedan,1,0,0,FALSE
554546,40-64,female,majority,20-29y,none,middle class,0.589077639,TRUE,after 2015,TRUE,TRUE,10238,,sedan,3,0,1,FALSE
864083,65+,male,majority,30y+,high school,upper class,0.773160164,TRUE,before 2015,TRUE,TRUE,32765,8000,sports car,10,2,4,FALSE
823356,16-25,male,majority,0-9y,university,working class,0.303167865,TRUE,before 2015,FALSE,FALSE,10238,13000,sedan,0,0,0,TRUE
451000,40-64,female,majority,10-19y,university,upper class,0.601876689,TRUE,before 2015,FALSE,TRUE,10238,11000,sedan,2,0,1,FALSE
694915,65+,female,minority,30y+,university,upper class,0.800118692,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,4,0,4,FALSE
400682,26-39,male,majority,10-19y,high school,upper class,0.696049057,TRUE,after 2015,TRUE,TRUE,10238,,sedan,3,0,1,FALSE
238041,40-64,female,majority,20-29y,university,upper class,0.430061413,TRUE,after 2015,FALSE,FALSE,10238,15000,sports car,2,2,2,FALSE
546701,65+,female,majority,20-29y,university,upper class,0.607016904,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,0,0,0,FALSE
875174,40-64,female,majority,20-29y,high school,upper class,0.55647606,FALSE,before 2015,FALSE,TRUE,10238,13000,sedan,1,0,2,FALSE
110081,40-64,male,minority,20-29y,high school,upper class,,TRUE,after 2015,TRUE,TRUE,10238,,sedan,2,1,2,FALSE
535501,16-25,female,majority,0-9y,high school,working class,0.411330821,TRUE,before 2015,TRUE,TRUE,32765,9000,sedan,0,0,0,TRUE
704291,40-64,female,majority,10-19y,university,middle class,0.509077245,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,0,1,FALSE
977100,40-64,male,majority,10-19y,university,middle class,0.546021268,TRUE,after 2015,TRUE,TRUE,21217,10000,sedan,1,0,0,TRUE
802774,65+,female,minority,0-9y,university,upper class,0.745509019,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,0,0,FALSE
79192,65+,female,majority,30y+,university,upper class,,FALSE,after 2015,TRUE,TRUE,32765,6000,sedan,10,0,4,FALSE
877457,26-39,male,majority,10-19y,university,upper class,0.420328752,FALSE,before 2015,TRUE,TRUE,10238,6000,sedan,2,0,3,FALSE
619509,16-25,female,majority,0-9y,high school,upper class,0.630987783,FALSE,after 2015,FALSE,FALSE,32765,12000,sedan,0,0,0,TRUE
629867,26-39,female,majority,10-19y,university,upper class,0.592809591,TRUE,after 2015,TRUE,TRUE,10238,7000,sedan,3,0,1,FALSE
519961,40-64,male,majority,20-29y,university,upper class,0.565976375,TRUE,before 2015,TRUE,TRUE,32765,10000,sedan,3,1,0,FALSE
706056,65+,female,minority,0-9y,none,middle class,0.449535602,TRUE,before 2015,TRUE,FALSE,10238,8000,sedan,0,0,0,FALSE
932232,40-64,female,majority,20-29y,university,upper class,0.75821615,TRUE,after 2015,TRUE,TRUE,10238,11000,sedan,2,0,1,FALSE
576420,40-64,female,majority,0-9y,university,middle class,0.576162845,TRUE,before 2015,TRUE,TRUE,10238,8000,sedan,0,0,0,FALSE
355326,65+,female,majority,20-29y,high school,upper class,0.717278365,TRUE,after 2015,TRUE,FALSE,10238,13000,sedan,2,0,0,FALSE
125877,40-64,female,majority,10-19y,university,upper class,0.696506806,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,1,0,0,FALSE
792068,26-39,male,majority,0-9y,high school,upper class,0.612896769,TRUE,before 2015,TRUE,TRUE,10238,9000,sedan,0,0,0,TRUE
824414,65+,female,majority,20-29y,none,upper class,0.546778257,TRUE,after 2015,TRUE,TRUE,32765,6000,sedan,3,0,0,FALSE
512465,40-64,female,majority,20-29y,high school,upper class,0.504915724,TRUE,before 2015,TRUE,TRUE,32765,,sedan,4,1,1,FALSE
934839,26-39,female,majority,10-19y,high school,poverty,0.448475281,TRUE,before 2015,FALSE,TRUE,32765,13000,sedan,2,0,0,TRUE
769171,40-64,female,majority,0-9y,university,upper class,0.593506854,TRUE,after 2015,FALSE,TRUE,32765,9000,sedan,0,0,0,TRUE
561193,65+,male,majority,10-19y,university,upper class,0.487646256,TRUE,after 2015,TRUE,TRUE,32765,6000,sedan,3,1,0,FALSE
830701,26-39,male,majority,10-19y,university,middle class,0.562928887,TRUE,after 2015,FALSE,FALSE,21217,13000,sedan,4,0,0,TRUE
550573,26-39,female,majority,10-19y,high school,working class,0.626571255,TRUE,before 2015,FALSE,TRUE,10238,13000,sedan,1,0,0,FALSE
773172,40-64,female,majority,0-9y,high school,middle class,0.6076229,TRUE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,0,FALSE
697962,40-64,female,majority,20-29y,none,working class,0.438045495,TRUE,before 2015,TRUE,TRUE,32765,,sedan,3,1,2,FALSE
413707,16-25,male,majority,0-9y,high school,poverty,0.209464185,TRUE,before 2015,FALSE,FALSE,32765,11000,sedan,0,0,0,FALSE
946635,16-25,female,majority,0-9y,high school,working class,0.588419406,FALSE,before 2015,FALSE,FALSE,32765,7000,sedan,0,0,0,TRUE
43235,40-64,female,majority,20-29y,high school,upper class,0.69905165,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,3,0,2,FALSE
335215,40-64,male,majority,20-29y,high school,upper class,0.626108648,TRUE,after 2015,FALSE,FALSE,10238,13000,sedan,2,0,0,FALSE
332140,16-25,male,majority,0-9y,high school,poverty,0.37084727,FALSE,before 2015,FALSE,TRUE,10238,,sedan,0,0,0,TRUE
554674,65+,female,majority,30y+,high school,upper class,0.533540292,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,3,0,0,FALSE
54762,26-39,male,majority,0-9y,high school,upper class,0.616689289,TRUE,before 2015,FALSE,TRUE,10238,13000,sedan,0,0,0,FALSE
439975,40-64,male,minority,20-29y,high school,working class,0.514573922,TRUE,before 2015,TRUE,TRUE,92101,,sedan,3,0,1,FALSE
159034,26-39,female,majority,10-19y,university,middle class,0.374027579,TRUE,before 2015,TRUE,TRUE,10238,12000,sedan,3,0,1,FALSE
909112,26-39,male,majority,10-19y,none,working class,0.422053866,FALSE,before 2015,FALSE,FALSE,32765,15000,sedan,0,1,1,TRUE
174031,16-25,male,majority,0-9y,high school,poverty,0.395844779,FALSE,before 2015,FALSE,FALSE,10238,19000,sedan,0,0,0,FALSE
48520,40-64,male,majority,20-29y,none,poverty,0.118445443,FALSE,before 2015,FALSE,TRUE,10238,17000,sedan,1,1,0,FALSE
372931,40-64,female,majority,20-29y,high school,upper class,0.66133914,TRUE,after 2015,TRUE,TRUE,10238,12000,sedan,1,0,0,FALSE
176958,40-64,female,majority,10-19y,university,upper class,0.588364972,TRUE,before 2015,FALSE,FALSE,10238,14000,sedan,1,0,1,FALSE
320695,65+,male,majority,30y+,high school,upper class,0.750357277,FALSE,before 2015,FALSE,TRUE,32765,12000,sedan,6,2,1,FALSE
12037,26-39,female,majority,10-19y,university,upper class,0.725992646,FALSE,before 2015,FALSE,FALSE,32765,16000,sedan,0,0,0,FALSE
819469,26-39,female,majority,0-9y,university,upper class,0.621361934,TRUE,after 2015,FALSE,TRUE,10238,13000,sedan,0,0,0,FALSE
245486,26-39,female,majority,10-19y,high school,poverty,0.33835437,FALSE,before 2015,FALSE,FALSE,10238,14000,sedan,0,0,1,TRUE
925661,65+,female,majority,10-19y,university,upper class,0.550144013,TRUE,before 2015,TRUE,TRUE,10238,7000,sedan,2,0,0,FALSE
396849,40-64,male,majority,10-19y,university,upper class,0.688578796,TRUE,before 2015,FALSE,TRUE,10238,15000,sedan,0,0,0,TRUE
183666,26-39,male,majority,10-19y,none,middle class,0.592963485,TRUE,before 2015,FALSE,FALSE,10238,11000,sedan,0,0,0,FALSE
735613,40-64,female,majority,0-9y,none,middle class,0.550255062,TRUE,before 2015,TRUE,TRUE,21217,12000,sedan,0,0,0,TRUE
631211,26-39,male,majority,10-19y,high school,upper class,0.677090701,TRUE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,FALSE
737951,26-39,female,majority,10-19y,university,working class,0.517732144,FALSE,before 2015,FALSE,FALSE,10238,,sedan,1,0,2,FALSE
291357,26-39,male,majority,10-19y,university,poverty,0.169679779,TRUE,after 2015,FALSE,FALSE,10238,11000,sedan,3,0,3,FALSE
609345,16-25,female,majority,0-9y,high school,poverty,0.468622963,FALSE,before 2015,TRUE,FALSE,10238,14000,sedan,0,0,0,TRUE
174251,16-25,female,majority,0-9y,none,poverty,0.319507101,FALSE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,TRUE
578173,26-39,female,majority,0-9y,none,working class,0.583381679,TRUE,before 2015,FALSE,TRUE,10238,11000,sedan,0,0,0,FALSE
749944,40-64,male,majority,0-9y,university,upper class,0.60821356,TRUE,before 2015,TRUE,TRUE,92101,9000,sedan,0,0,0,TRUE
130061,26-39,male,majority,0-9y,high school,middle class,0.572215314,TRUE,before 2015,FALSE,FALSE,10238,16000,sedan,0,0,0,TRUE
649911,16-25,male,majority,0-9y,university,working class,0.513871789,TRUE,before 2015,FALSE,TRUE,10238,,sedan,0,0,0,TRUE
881302,40-64,female,majority,20-29y,high school,middle class,0.331936025,TRUE,before 2015,TRUE,TRUE,32765,13000,sedan,0,0,1,FALSE
623711,65+,male,majority,30y+,high school,upper class,0.692491318,TRUE,after 2015,FALSE,TRUE,10238,13000,sedan,4,0,6,FALSE
971010,65+,female,majority,20-29y,university,upper class,0.617001258,TRUE,before 2015,FALSE,TRUE,10238,10000,sedan,2,0,0,FALSE
692065,16-25,male,majority,0-9y,high school,poverty,0.415748759,FALSE,before 2015,FALSE,FALSE,10238,18000,sedan,0,0,0,TRUE
563336,65+,male,majority,20-29y,high school,upper class,0.658114372,TRUE,after 2015,TRUE,TRUE,10238,,sedan,1,0,4,FALSE
513169,26-39,female,majority,10-19y,high school,upper class,0.641311293,TRUE,before 2015,FALSE,TRUE,10238,13000,sedan,2,0,0,FALSE
637794,40-64,male,majority,20-29y,university,upper class,0.606596155,TRUE,after 2015,TRUE,FALSE,32765,11000,sedan,4,2,3,FALSE
303891,16-25,female,minority,0-9y,none,poverty,,FALSE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,TRUE
987779,65+,female,majority,30y+,high school,upper class,0.495661564,TRUE,before 2015,TRUE,TRUE,10238,11000,sedan,3,0,3,FALSE
565084,40-64,male,majority,20-29y,university,upper class,0.504057067,TRUE,before 2015,TRUE,TRUE,10238,7000,sedan,3,0,4,FALSE
172920,16-25,female,majority,0-9y,none,poverty,0.282150561,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,0,0,0,FALSE
113172,40-64,male,majority,20-29y,university,upper class,0.471861929,TRUE,before 2015,TRUE,FALSE,10238,11000,sedan,3,1,5,FALSE
735501,16-25,male,majority,0-9y,university,working class,,TRUE,after 2015,FALSE,TRUE,10238,13000,sedan,0,0,0,FALSE
865478,16-25,male,majority,0-9y,high school,working class,,FALSE,after 2015,FALSE,FALSE,21217,14000,sedan,0,0,0,TRUE
494013,16-25,female,majority,0-9y,high school,poverty,0.307463118,FALSE,before 2015,FALSE,FALSE,10238,12000,sedan,0,0,0,FALSE
296211,26-39,male,majority,10-19y,high school,working class,0.413443584,FALSE,before 2015,TRUE,TRUE,10238,14000,sedan,3,0,0,FALSE
789839,16-25,male,majority,0-9y,high school,working class,0.447770502,TRUE,before 2015,FALSE,FALSE,10238,,sedan,0,0,0,TRUE
437849,65+,male,majority,20-29y,high school,upper class,,TRUE,after 2015,TRUE,TRUE,10238,13000,sedan,6,0,4,FALSE
377194,40-64,female,majority,20-29y,high school,upper class,,TRUE,after 2015,TRUE,TRUE,10238,10000,sports car,1,0,2,FALSE
716558,65+,female,majority,20-29y,university,middle class,,TRUE,before 2015,TRUE,TRUE,10238,8000,sports car,4,0,3,FALSE
579005,26-39,female,majority,10-19y,university,upper class,0.634109289,TRUE,before 2015,TRUE,TRUE,10238,13000,sports car,1,0,3,FALSE
787850,65+,male,majority,30y+,university,upper class,0.520298035,TRUE,before 2015,TRUE,TRUE,32765,10000,sedan,4,1,5,FALSE
791808,16-25,male,majority,0-9y,high school,working class,0.422382805,TRUE,before 2015,TRUE,TRUE,32765,9000,sedan,0,0,0,FALSE
513302,26-39,male,majority,0-9y,high school,middle class,0.441226321,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,0,0,0,TRUE
370440,26-39,female,minority,10-19y,high school,upper class,0.631543633,TRUE,before 2015,FALSE,FALSE,32765,10000,sedan,1,0,1,FALSE
701556,16-25,female,majority,0-9y,none,poverty,0.39186356,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,0,0,0,TRUE
995469,16-25,male,majority,0-9y,high school,poverty,,FALSE,before 2015,FALSE,FALSE,10238,17000,sedan,0,0,0,TRUE
83127,26-39,male,majority,10-19y,university,upper class,0.591452554,TRUE,after 2015,TRUE,TRUE,10238,14000,sedan,1,0,2,FALSE
453152,26-39,female,majority,10-19y,high school,middle class,0.541595591,FALSE,before 2015,TRUE,TRUE,32765,11000,sedan,1,0,0,TRUE
843657,65+,male,majority,30y+,high school,upper class,0.666328104,FALSE,before 2015,FALSE,TRUE,10238,11000,sedan,6,0,4,FALSE
980800,65+,male,majority,30y+,university,upper class,0.638537185,TRUE,before 2015,TRUE,TRUE,10238,8000,sports car,4,0,8,FALSE
686824,65+,female,majority,10-19y,high school,upper class,0.689431828,TRUE,after 2015,FALSE,TRUE,10238,16000,sedan,0,0,0,FALSE
826103,40-64,male,majority,20-29y,high school,upper class,0.580403998,TRUE,before 2015,TRUE,TRUE,32765,,sedan,17,2,0,FALSE
157185,40-64,male,majority,0-9y,university,upper class,0.557714311,TRUE,after 2015,TRUE,FALSE,10238,14000,sedan,0,0,0,FALSE
688770,40-64,male,majority,20-29y,university,upper class,0.538231797,TRUE,after 2015,FALSE,TRUE,10238,11000,sedan,5,1,3,FALSE
545600,40-64,female,majority,20-29y,university,upper class,,TRUE,after 2015,TRUE,TRUE,10238,12000,sports car,1,0,0,FALSE
120411,40-64,female,majority,20-29y,high school,working class,0.522133291,TRUE,before 2015,FALSE,FALSE,32765,14000,sedan,0,2,0,FALSE
840397,26-39,female,majority,10-19y,university,middle class,0.584909083,FALSE,after 2015,FALSE,TRUE,10238,15000,sedan,0,0,0,FALSE
919934,26-39,male,majority,10-19y,university,upper class,0.572845669,TRUE,before 2015,TRUE,FALSE,32765,11000,sedan,8,1,1,TRUE
864818,26-39,male,minority,10-19y,high school,middle class,0.502012937,TRUE,before 2015,TRUE,TRUE,10238,10000,sedan,2,0,3,FALSE
969332,16-25,female,majority,0-9y,none,working class,0.458273294,TRUE,before 2015,FALSE,FALSE,10238,18000,sedan,0,0,0,TRUE
615462,65+,female,majority,10-19y,university,upper class,0.632945456,TRUE,after 2015,FALSE,FALSE,10238,15000,sedan,0,0,0,FALSE
115809,26-39,male,majority,10-19y,university,working class,0.38689392,TRUE,before 2015,FALSE,FALSE,10238,,sports car,3,0,1,FALSE
589423,40-64,female,majority,20-29y,university,upper class,0.523761868,TRUE,before 2015,TRUE,TRUE,10238,14000,sedan,0,1,2,FALSE
112772,65+,male,majority,30y+,university,upper class,0.663392012,TRUE,before 2015,FALSE,TRUE,10238,13000,sedan,2,1,5,FALSE
96095,16-25,male,majority,0-9y,none,poverty,0.249944473,TRUE,before 2015,FALSE,FALSE,10238,15000,sedan,0,0,0,TRUE
648867,40-64,male,majority,20-29y,university,upper class,0.500005903,TRUE,after 2015,FALSE,TRUE,10238,,sedan,3,0,1,FALSE
890246,26-39,female,minority,0-9y,none,working class,0.411388794,FALSE,before 2015,FALSE,TRUE,10238,12000,sedan,0,0,0,TRUE
72969,65+,male,majority,30y+,university,upper class,0.657096411,TRUE,before 2015,TRUE,TRUE,10238,13000,sedan,6,1,4,FALSE
830081,26-39,male,majority,10-19y,university,middle class,0.503948728,TRUE,before 2015,FALSE,TRUE,10238,16000,sedan,2,0,2,FALSE
401166,65+,female,majority,30y+,university,upper class,0.656072635,TRUE,before 2015,TRUE,TRUE,32765,9000,sedan,3,1,2,FALSE
311925,40-64,female,majority,20-29y,university,upper class,0.692226372,TRUE,before 2015,TRUE,TRUE,10238,13000,sedan,0,0,0,FALSE
956829,40-64,male,majority,20-29y,university,upper class,0.507302339,TRUE,after 2015,FALSE,TRUE,10238,,sedan,3,1,1,FALSE
681372,26-39,male,majority,10-19y,university,middle class,0.463452485,FALSE,after 2015,FALSE,FALSE,10238,15000,sedan,1,0,0,FALSE
282068,26-39,female,majority,0-9y,university,upper class,0.631410709,TRUE,after 2015,FALSE,TRUE,10238,13000,sedan,0,0,0,FALSE
893456,16-25,female,majority,0-9y,high school,middle class,0.589116234,TRUE,before 2015,FALSE,FALSE,10238,13000,sedan,0,0,0,FALSE
937991,40-64,female,minority,20-29y,high school,middle class,0.602237646,FALSE,before 2015,FALSE,FALSE,32765,13000,sedan,2,0,0,FALSE
764041,65+,female,minority,30y+,university,upper class,0.586714625,TRUE,before 2015,TRUE,FALSE,32765,,sedan,9,1,2,FALSE
